latitude,longitude,weight
58.42774,8.77692,7
58.43026,8.775,7
58.08767,7.9359,7
58.43025,8.77396,5
58.06999,7.87808,2
58.10663,8.09018,8
58.09119,8.09003,5
58.04288,7.72539,42
58.12913,8.0437,2
58.07562,6.83046,2
57.99789,7.58643,1
57.99799,7.58704,1
57.99823,7.58688,1
57.99736,7.58829,1
58.05963,7.78074,4
58.09351,8.01771,35
58.09522,8.02385,35
58.09301,8.02218,35
58.08346,7.95801,46
58.08459,7.95507,46
58.0848,7.95495,46
60.4121,5.34089,13
58.06422,7.80335,3
58.04651,7.72346,5
59.14498,6.02317,35
58.07757,8.01247,46
58.37494,8.69642,6
58.07615,7.80705,2
58.07626,7.80556,2
58.10553,8.06264,2
58.52684,8.96685,19
58.08702,7.98813,19
58.04939,7.7823,3
58.07633,7.80684,2
58.20424,8.31064,8
58.04153,7.6993,7
60.36964,6.25551,6
58.12983,8.0913,3
58.08972,8.01543,4
58.07415,8.00627,5
58.05019,7.76793,5
58.05002,7.76783,5
58.04992,7.76664,5
57.9829,7.54581,37
57.9833,7.54524,37
57.98363,7.54449,37
57.98499,7.54774,37
57.98475,7.54576,37
58.02851,7.73677,23
58.01262,7.48673,103
57.99538,7.49563,26
57.99611,7.49534,26
57.99699,7.49644,26
58.02955,7.21024,40
58.08425,8.03267,5
58.02548,7.33647,3
58.01865,7.48081,12
60.37873,6.27177,12
60.37897,6.27595,12
58.43587,8.80881,55
58.09546,8.03658,8
58.09551,8.12812,18
58.04952,7.76814,5
58.05045,7.76619,5
58.12419,8.059,6
58.1242,8.0585,6
57.9833,7.54368,37
58.10443,8.13409,44
58.10346,8.14014,44
58.05016,7.78484,40
57.99938,7.61162,53
58.42855,8.79103,12
58.02576,7.14401,11
58.08765,8.02726,49
58.56951,8.99846,5
58.0892,7.97535,10
58.08945,7.97583,10
58.08936,7.97435,10
58.08814,7.97515,10
58.43677,8.80228,55
58.0818,7.95806,46
58.05396,7.76009,1
58.0672,7.93437,19
58.06248,8.00827,7
58.43059,8.80272,12
58.08329,7.98412,2
58.09648,7.98488,13
58.09606,7.98594,13
58.12976,8.09139,1
58.05121,7.76044,1
58.0937,7.98001,8
58.0554,7.76184,1
58.07683,8.01369,46
58.07654,8.01383,46
58.08569,7.98813,19
58.08553,7.98679,19
58.07477,8.01765,14
58.08336,7.98425,2
58.05206,7.76141,1
58.05024,7.78348,3
58.05001,7.78316,3
58.09669,7.98474,13
58.03738,7.156,16
58.06858,7.76153,7
58.42777,8.79356,9
58.04932,7.78181,3
58.04927,7.78227,3
58.4264,8.78942,9
58.06864,7.7575,27
58.01841,7.72016,54
58.04984,7.78356,3
58.08537,8.04806,4
58.0875,7.98288,8
58.08445,8.04794,4
58.07906,8.04988,4
58.08304,8.04694,4
58.08386,8.04263,4
58.07991,8.04875,4
60.93445,4.94451,5
60.45919,5.03272,2
58.05354,7.86432,9
57.98678,7.55629,9
57.99295,7.09636,71
58.11512,8.05208,15
60.47711,5.07435,1
58.42807,8.78767,9
60.36743,6.26307,12
60.37054,6.25148,12
58.22584,8.39828,7
58.02905,7.20775,40
58.03202,7.13721,11
60.37053,6.25221,12
58.07686,7.80435,1
58.08053,7.97363,10
58.04939,7.76596,5
58.11517,8.05859,15
57.9843,7.54319,1
58.04136,7.70037,7
58.40399,5.9882,9
58.02553,7.33685,3
58.12406,8.05854,6
58.08884,8.02682,49
58.05823,7.77897,42
58.14294,8.04741,8
58.11445,8.05232,15
58.05816,7.77888,34
58.01854,7.46988,34
63.45939,10.44239,18
62.57369,6.62019,11
62.38385,6.56637,6
60.43051,5.04861,2
59.98935,5.98603,15
60.15421,5.15195,13
60.20613,5.33603,15
59.02173,5.77006,36
60.60214,4.784,29
63.8722,9.78384,4
59.98026,6.00731,16
68.32187,16.17756,15
62.4561,6.12624,3
58.52341,8.95381,11
58.99215,9.79797,34
58.32764,8.62092,486
58.0744,8.024,6
58.07348,8.01106,12
58.07367,8.01098,6
57.99368,7.49547,5
57.99315,7.49558,5
59.8759,10.56337,3
59.884,10.54655,3
58.05976,8.00721,7
58.04591,7.75918,12
58.04555,7.75888,12
58.04537,7.75588,12
58.0448,7.75606,12
58.09163,7.99081,5
58.09129,7.9903,5
58.09073,7.99068,5
58.48252,8.84926,4
58.07548,8.02182,6
58.0727,8.00968,6
58.08558,7.99195,19
58.06056,7.77635,52
58.0621,7.77612,52
58.04631,7.76102,24
59.0136,5.83692,5
58.34541,8.68241,27
58.07969,8.00845,5
58.07889,8.00649,5
58.07912,8.00608,5
58.07487,8.01905,6
58.07436,8.01116,6
58.0852,7.99128,19
58.08776,7.99048,19
58.06096,7.80352,64
58.06051,8.00712,7
58.31284,8.61369,5
60.39253,5.22597,11
58.52549,8.93652,162
58.02086,7.80283,10
58.02184,7.80097,10
58.08267,8.09904,4
58.01881,7.67169,3
58.04611,7.83554,7
58.06904,7.89761,2
58.12155,8.06995,2
58.11965,8.06886,2
58.05142,7.81276,3
58.08612,8.03742,3
58.08225,8.03618,3
58.295,8.54997,6
58.33081,8.59102,2
58.33105,8.59192,2
58.04398,7.70101,2
58.04413,7.70299,2
58.05066,7.71028,2
58.12956,8.013,2
58.12893,8.009,2
58.04285,7.7834,8
58.0438,7.78371,8
58.12494,8.05149,2
58.08749,6.84434,3
58.07388,8.04368,2
58.07336,8.04296,2
58.06588,8.01374,5
58.05342,7.7646,39
58.05244,7.76372,39
58.06851,6.82575,41
58.07724,6.82548,41
58.0778,6.82569,41
58.4335,8.78219,6
58.10721,8.09328,8
58.00378,7.43438,14
58.09455,8.08923,5
58.06213,7.83856,2
58.06952,7.88482,2
58.05161,7.8111,3
58.08992,8.03685,3
58.3313,8.59697,2
58.33686,8.59964,2
58.04576,7.70238,2
58.04679,7.70363,2
58.12802,8.00883,2
58.32677,8.63516,4
58.12056,7.04956,1
58.41334,8.79215,50
58.07921,8.00806,5
58.07985,8.00898,5
58.07908,8.00724,5
58.07975,8.00767,5
58.07848,8.00822,5
58.08003,8.00726,5
58.07521,8.0218,6
58.0723,8.01767,6
58.07534,8.0238,6
58.07267,8.02135,12
58.0743,8.02015,7
59.00666,5.71876,6
58.5011,8.94078,16
58.41329,8.79229,50
58.07905,8.00998,5
58.07872,8.00909,5
58.07977,8.00982,5
58.07324,8.01969,6
58.07381,8.02156,6
58.07195,8.00877,6
58.07245,8.00974,6
58.07381,8.01886,6
58.07916,8.01013,5
58.07195,8.00876,18
62.79382,6.48276,2
59.13087,10.33025,18
66.04667,12.9297,43
57.9977,7.55799,59
60.35905,6.16365,29
58.96118,10.0453,53
65.98585,12.83361,7
58.02437,7.24963,9
58.02392,7.24994,9
63.09401,7.90237,9
60.64479,4.75292,9
59.10208,5.93041,4
59.0621,5.91118,8
59.06181,5.91191,8
59.06148,5.9122,8
59.06472,5.89481,8
59.06509,5.8946,8
59.06454,5.89334,8
57.99804,7.66494,29
58.20415,6.58259,19
58.20992,6.57316,19
58.04024,7.17182,6
58.0133,7.66275,9
58.01296,7.66289,9
58.0324,7.14886,9
58.0321,7.14906,9
59.39526,5.16679,54
58.01325,7.66309,9
59.4003,5.2144,39
58.006,7.39366,4
58.05909,7.80412,64
58.08956,7.99054,5
58.013,7.66505,9
58.0128,7.66528,9
58.08716,7.98963,19
57.99318,7.61605,33
58.04046,7.1687,3
58.08861,7.9907,5
59.39617,5.21916,39
58.41288,8.79293,50
58.4128,8.79319,50
58.00952,7.4674,3
58.00926,7.46697,3
59.44506,10.45573,66
58.03815,7.17007,3
58.99088,5.79482,9
58.43083,8.77436,43
59.34837,10.4772,6
60.33034,5.15417,4
58.51229,8.93641,14
58.41299,8.79308,50
58.50975,8.92733,3
58.07099,7.86537,3
58.83634,6.18015,3
58.06097,7.77636,52
58.05974,8.00773,7
57.99927,7.4134,10
58.0004,7.41104,10
58.01306,7.66334,9
58.06434,7.80349,3
58.07352,8.02034,6
58.07435,8.02325,6
58.07296,8.02171,6
58.07381,8.02231,6
58.94811,5.75007,2
58.07971,8.00811,5
58.07871,8.00737,5
58.07792,8.00912,5
58.07288,8.01921,6
58.07206,8.02281,6
58.07287,8.02162,12
58.04196,7.79104,2
58.049,7.77652,1
58.04023,7.7521,2
58.03737,7.74854,2
58.0175,7.80361,7
60.48509,6.65735,2
58.10989,8.11269,4
58.06974,7.87719,8
58.20699,8.39079,9
58.10065,6.80274,6
58.11114,8.09143,8
58.48255,8.92814,17
58.02523,7.17369,4
58.07356,8.044,1
58.05857,7.90289,56
58.01398,7.78867,1
58.98251,5.7354,20
59.67239,10.61897,5
58.01332,7.37899,10
58.1089,8.11534,3
58.09444,6.8083,13
57.99073,7.34884,2
58.07772,8.04801,3
58.07339,8.04532,3
59.98568,5.9597,6
57.99387,7.44006,4
58.46655,8.79565,3
58.4665,8.79763,3
59.80941,10.48686,15
58.00014,7.38159,3
58.00006,7.38172,3
57.99968,7.38196,3
57.9951,7.35752,6
59.04471,10.03901,53
58.10737,8.09333,8
58.52175,8.98026,1
58.33493,8.63746,4
59.39916,5.63122,13
58.43866,8.78378,2
58.12655,8.04607,2
58.12888,8.04749,2
58.10804,8.12303,1
58.07298,6.83329,4
58.09279,8.08982,5
58.09365,8.08845,5
58.09369,8.08957,5
58.02502,7.16995,4
58.02639,7.17024,4
58.06307,7.7718,4
58.07586,6.84462,78
58.06991,7.8712,8
58.04179,7.70161,11
58.00387,7.43793,5
58.33474,8.63806,4
58.07224,6.83382,4
58.00554,7.49309,2
58.09318,8.08835,5
58.07731,7.92543,8
58.0902,8.09068,5
58.08686,7.92601,9
58.02987,7.23333,6
58.02965,7.2335,6
58.04703,7.75458,15
58.41005,8.79075,18
58.05585,7.78096,1
63.66577,8.30604,4
59.6252,5.41459,5
60.78514,4.99817,59
61.13248,5.90051,10
60.67205,4.90116,5
63.41054,8.9128,9
58.06886,8.0423,5
58.00496,7.40257,3
58.00494,7.40225,3
58.00493,7.40245,3
68.359,16.12872,20
58.08771,6.79912,3
58.08754,6.80245,1
65.73567,12.33799,2
58.088,6.79955,3
58.06713,6.87074,4
58.10093,6.76489,2
58.10057,6.7615,2
58.10036,6.76326,2
58.00987,7.00254,2
59.1885,2.40453,2
58.00317,7.37422,7
58.00483,7.49695,15
58.0678,6.87135,2
62.87339,6.80988,4
61.78538,7.02718,3
58.20995,6.5731,19
58.20992,6.57298,19
57.99918,7.3037,2
58.00387,7.45059,1
58.00382,7.45054,1
58.0163,7.32793,3
60.11673,5.37057,37
62.40979,5.68184,3
62.40217,5.54329,3
58.06959,8.04267,5
58.14736,8.0389,8
58.19173,8.35585,1
58.04441,7.17721,8
58.08425,7.93703,7
58.50428,8.94563,5
58.42281,8.77884,7
58.14165,8.02381,80
58.02844,7.29855,2
58.02783,7.29857,2
58.14784,8.03937,8
58.37082,6.09312,5
58.42483,8.77793,7
58.9818,5.73735,3
59.01593,5.63766,47
58.01926,7.32465,15
58.08823,8.03276,18
57.99308,7.4098,3
58.41552,8.76979,5
59.48696,10.39763,3
58.95991,5.81742,1
58.18663,8.36172,2
58.2214,8.38564,3
58.98244,5.73627,1
58.04017,7.15267,4
58.98065,5.74286,58
58.98273,5.73705,4
58.2378,8.40257,2
58.13037,8.04164,2
58.12937,8.04484,2
58.42355,8.81318,2
58.02958,7.68968,4
57.98516,7.43242,10
58.0437,7.17805,8
58.04083,7.15295,4
58.18875,8.35231,3
58.42495,8.77834,7
59.0186,5.78617,2
58.19368,8.36341,13
58.97131,5.8572,4
58.97982,5.73732,1
58.9826,5.7346,2
58.31607,8.5806,3
58.10782,8.09028,8
58.03353,7.69083,4
58.04422,7.77796,3
58.04733,7.77704,3
60.3361,5.15817,58
58.10775,8.09051,8
58.01971,7.32399,15
58.02997,7.68885,4
58.29453,8.55237,18
60.78725,4.9425,5
58.31571,8.57962,3
58.32738,8.5941,3
59.00764,5.71782,43
58.10891,8.09076,8
59.26787,5.32832,2
58.96703,5.87978,2
58.07009,7.91841,1
58.03623,7.74747,2
58.03453,7.44538,9
58.01055,7.45922,80
58.00953,7.4583,20
57.98631,7.60857,13
57.98624,7.60876,19
58.18926,8.34672,89
58.98125,5.92154,7
58.0323,7.10654,7
58.1198,7.04588,4
58.11998,7.04563,4
59.04851,10.0289,6
60.32455,5.15449,8
58.55278,8.96752,26
59.04721,5.40501,3
58.10706,8.05675,4
58.11822,7.04415,4
57.98679,7.64107,60
57.99638,7.42483,16
58.07043,6.84634,2
60.52224,5.26512,36
58.95019,5.93135,67
58.97997,10.12336,4
59.70221,10.53843,1
59.02152,5.98213,5
62.80868,8.24511,5
63.85136,11.25385,16
59.01796,10.03683,6
63.38788,9.48519,9
63.38668,9.47589,9
58.48608,5.7987,9
64.87048,11.69127,26
59.09187,10.84011,13
61.87632,5.15961,2
59.20012,10.57715,10
59.95674,5.96838,17
66.15902,13.83194,5
63.82627,10.64689,3
58.08803,8.10088,16
59.52346,5.46492,4
58.07208,6.91322,2
65.8029,12.71957,4
58.05733,6.82094,32
70.06015,21.60511,24
60.30829,5.18412,7
68.17391,15.71408,13
70.99794,26.12265,8
59.19485,6.00413,8
60.16246,5.68926,45
58.10311,8.05821,8
58.72006,9.24115,12
70.05999,21.60405,24
68.19546,14.4254,47
58.97323,5.85994,7
64.51775,10.94468,34
60.37433,6.2435,24
60.76258,5.03781,48
60.24216,5.29154,2
58.02522,7.35252,1
58.02745,7.34116,4
58.03175,7.32059,4
58.03252,7.32076,4
58.0325,7.32057,4
60.32059,5.15328,1
58.0078,7.5849,1
58.01898,7.4741,1
58.09975,8.01384,12
58.2212,8.38541,25
58.21097,8.39162,3
58.40276,8.76175,8
58.22971,8.38377,1
57.97798,7.54884,2
58.57397,8.98951,1
58.10037,8.01513,12
58.09434,7.0318,15
57.99755,7.44163,31
58.19108,8.34968,10
58.02681,7.3331,52
58.0117,7.34499,12
58.01242,7.34844,12
58.90291,6.00156,55
58.1983,8.37548,330
60.45813,4.9581,2
60.46629,4.9629,2
57.99003,7.49352,1
57.97824,7.54891,2
58.02482,7.22786,7
58.02073,7.47701,366
58.10661,8.11974,1
58.00036,7.42076,11
58.00043,7.42053,11
58.00047,7.42006,11
58.00069,7.41978,11
58.00096,7.41942,11
58.01996,7.4768,4
58.02026,7.47694,4
58.01081,7.3874,8
58.01239,7.34845,12
58.01237,7.34493,12
58.19699,8.37852,2
59.50738,10.64991,2
58.00832,7.49934,4
58.01045,7.38874,8
58.01064,7.38805,8
58.02059,7.47695,119
58.44458,8.77873,3
58.4679,8.80424,1
58.19831,8.37586,6
58.01752,7.72051,5
58.01896,7.72104,5
58.2204,8.38724,2
58.00257,7.5803,5
59.02516,5.66522,1
58.07257,6.98842,7
58.19332,8.36422,10
58.1938,8.36317,12
58.19449,8.36724,13
58.24048,8.38404,3
58.51284,8.94613,10
58.22589,8.39808,2
58.2243,8.39814,2
58.01047,7.38865,8
58.88592,6.10594,1
58.39995,8.78134,6
58.0144,7.00439,59
58.07072,7.00768,36
58.11632,8.07911,3
58.02143,7.36396,4
58.00412,7.4498,8
58.0352,7.10827,7
58.08604,7.99071,7
58.1063,8.12099,1
60.50033,4.93846,1
58.00545,7.44087,6
58.02136,7.45848,5
58.02248,7.45742,5
58.93754,5.75736,5
58.12049,7.04836,2
58.11748,8.08009,1
58.58841,9.07726,29
59.04876,10.02969,3
58.42805,8.78928,6
58.20147,8.37719,4
58.20111,8.37749,4
58.21941,8.38806,12
58.98074,5.74219,32
58.44465,8.77863,3
58.01158,7.45992,10
58.00127,7.42113,15
58.99977,5.67728,6
59.91969,5.28086,2
58.10278,8.01405,1
58.07964,8.03358,1
58.33953,8.60356,1
58.07832,8.01281,1
58.44569,8.7786,1
58.11024,8.16636,1
58.11559,7.9864,1
58.3151,8.62017,1
58.11487,7.98941,1
58.10344,8.01323,1
58.07158,8.02901,1
60.47221,5.07348,1
60.46546,5.04469,1
58.11476,7.99085,1
58.07323,8.02409,1
58.09369,6.81295,1
58.11544,7.98629,1
58.09272,6.81155,1
58.09228,6.8124,1
60.42008,5.1198,1
58.4271,8.75238,1
58.06836,8.03397,1
58.06629,8.02848,1
58.09242,6.81235,1
58.09384,6.81467,1
58.09371,6.81149,1
58.07138,8.03013,1
58.11535,7.98621,1
58.0749,8.03255,1
58.51974,8.93298,1
58.09287,6.81126,1
58.07471,8.03297,1
58.51986,8.93277,1
58.22088,8.38659,1
58.09377,6.81386,1
58.07974,8.03311,1
60.46014,5.04207,1
60.26282,5.18172,1
58.10361,8.01279,1
58.05485,7.85382,1
58.10364,8.0159,1
58.10331,8.01504,1
58.082,8.03494,1
58.08161,8.03466,1
58.08269,8.03532,1
58.08292,8.03524,1
59.00288,5.78096,1
58.0817,8.03342,1
58.08602,8.03392,1
58.99991,5.7794,1
59.0008,5.77864,1
59.00154,5.77857,1
59.42505,5.23881,1
58.05564,7.8561,1
58.14125,8.0717,1
58.08494,8.03643,1
59.40893,5.24242,1
58.33909,8.62327,1
58.11349,8.0004,1
58.11276,8.00716,1
58.11331,8.00527,1
58.08431,7.98462,1
62.70923,6.66025,18
62.67673,6.75996,4
60.00649,5.3941,4
59.56145,5.2727,6
58.22945,8.357,1
60.18126,5.73252,2
58.43307,8.78944,6
58.10608,7.98785,63
58.07003,6.88992,3
58.04913,7.70756,1
58.07119,6.89303,3
58.07475,8.04331,2
58.1059,7.98643,63
60.4531,5.07592,3
58.06408,8.01052,7
58.30289,8.55742,2
58.09628,6.80786,2
58.07879,8.00871,26
58.07864,8.00832,26
58.07868,8.0076,26
58.07927,8.00686,26
58.07591,8.00723,26
58.06292,8.00702,7
58.40145,8.75045,6
58.10177,6.80222,3
58.10219,6.80439,3
58.09585,6.81309,2
58.10048,6.80634,3
58.05366,7.73723,27
58.05533,7.73533,27
58.47083,8.82481,4
58.10065,6.80608,3
58.0788,7.96803,19
58.51031,8.93363,9
58.43377,8.78665,6
58.00873,7.55091,3
58.00917,7.55067,3
58.00903,7.55181,3
58.50991,8.92551,5
58.03064,7.24173,5
58.10553,7.9886,63
58.06344,7.82224,4
58.07162,6.89034,3
58.51089,8.93449,9
58.51151,8.9347,9
58.03047,7.24275,5
58.07929,7.9872,18
58.03065,7.23851,5
58.06298,7.82527,4
58.06341,7.82301,4
58.03067,7.23983,5
57.99135,7.62039,3
58.0496,7.7081,1
58.06276,7.82145,4
58.51009,8.93039,3
58.39956,8.75132,6
58.3982,8.75164,6
58.47119,8.82649,4
58.10572,7.98695,63
58.09617,8.0357,8
58.13821,8.06898,1
58.07819,7.98842,18
58.04851,7.75406,26
58.51036,8.92829,3
58.51009,8.93203,3
58.10407,7.99132,63
58.10671,7.99307,63
58.10513,7.99159,63
58.07869,8.00876,26
58.07867,8.00819,26
58.0788,8.00919,26
58.07926,8.0077,26
58.07924,8.00729,26
58.0792,8.00665,26
58.07786,8.00657,26
58.1083,8.10151,1
58.34025,8.598,29
58.07883,8.00892,26
58.07496,8.00792,26
58.07628,8.0076,26
58.10643,7.99342,63
58.07895,8.00794,26
58.07878,8.00845,26
58.07889,8.0095,26
58.07941,8.10631,1
58.08012,8.1035,1
58.07964,8.10391,1
58.47137,8.82556,4
58.08743,7.97583,26
58.04587,7.81399,88
58.08696,7.97536,26
59.47166,5.23128,1
60.45836,5.03178,1
58.13942,8.06945,1
58.04731,7.75291,26
58.26175,6.65981,4
58.04766,7.75151,26
58.1023,6.80599,3
59.42046,5.25422,1
58.05618,7.848,2
58.07994,7.97041,19
58.101,6.80639,3
58.434,8.78587,27
58.51113,8.93382,9
58.10711,7.98954,63
58.07824,7.98902,18
58.05896,7.84699,2
58.50878,8.89881,3
58.06064,7.84802,2
58.11022,8.10032,1
58.11005,8.09912,1
58.08625,7.97423,20
58.10095,6.80623,3
58.06312,7.82418,4
57.98462,7.49617,12
60.48218,4.96283,20
60.48178,4.97319,20
58.06168,7.82202,4
58.05421,7.73631,27
58.05563,7.73492,27
58.42656,8.77356,9
58.05988,7.84739,2
58.05512,7.85092,2
58.06,7.84755,2
58.06046,7.80137,12
58.05797,7.80363,12
58.06099,7.8024,12
58.06106,7.804,12
58.05926,7.80425,12
60.26064,5.19273,74
58.13951,8.07146,1
59.50284,10.34718,2
58.07486,8.01883,7
58.07555,8.01381,7
58.07798,8.01178,7
58.95635,5.85862,3
58.08603,7.99124,2
65.9858,12.83345,6
67.30068,14.70826,9
60.21281,5.35386,20
59.05114,5.67693,2
58.07366,7.98374,1
58.07366,7.98416,1
58.11015,7.98846,2
59.34587,6.09985,2
58.07507,8.0174,7
58.07396,8.01992,7
58.07593,8.01243,7
58.07426,8.02061,7
60.16565,5.37463,12
58.00081,7.29687,6
69.85381,20.9362,9
58.07225,7.98412,3
65.90638,12.32729,1
58.37309,8.67616,3
58.1044,8.01241,1
59.05122,5.67688,2
59.05128,5.67739,2
58.07389,7.98769,1
60.27848,5.08302,60
60.45233,5.08048,19
58.98482,5.76008,4
60.4343,5.45785,18
60.43423,5.45771,18
58.98184,5.73427,2
58.07493,8.01578,7
58.07516,8.01666,7
58.07697,8.0117,7
58.07616,8.01185,7
58.0745,8.02185,7
58.07443,8.01832,7
58.0762,8.01125,7
58.07391,8.0211,7
58.07511,8.01857,7
60.42331,5.2951,1
58.5121,8.92435,3
58.51212,8.92393,3
58.08545,7.99079,1
58.0851,7.99209,1
58.00478,7.58115,32
58.98093,5.73094,2
58.06875,7.86142,3
58.07512,8.01772,7
58.14111,8.0694,14
60.38945,4.94576,2
58.02359,7.30639,2
59.86712,5.62064,26
58.00077,7.29706,6
58.08088,7.97955,50
58.08135,7.98655,50
58.07267,8.02964,1
58.10341,8.01693,1
58.07184,8.03169,1
58.95329,5.84992,3
58.09095,8.0235,1
58.08908,8.03113,1
58.09366,8.02421,1
63.08782,7.66786,1
58.09118,8.02788,1
58.08973,8.02612,1
58.09171,8.02821,1
58.09075,8.02405,1
60.43261,5.07222,2
59.02418,9.78444,2
59.42532,5.24,1
58.04396,7.79952,5
59.67641,10.58402,2
58.04415,7.80077,5
58.0777,7.9583,1
58.06328,6.86839,1
60.43227,5.08473,2
60.43163,5.0848,2
58.12743,8.03987,10
58.12682,8.04413,5
58.12589,8.04046,15
63.08645,7.59939,1
59.32176,5.97914,1
68.20599,15.03153,1
61.88951,5.34249,1
58.42193,8.79338,1
58.42195,8.79319,1
58.42286,8.79017,1
62.34621,5.63201,1
62.45047,5.92116,2
64.56311,10.94012,1
58.08671,6.81962,3
58.08789,6.79978,3
57.99547,7.49475,4
57.98945,7.49575,25
60.21735,5.34564,3
57.97709,7.49828,3
58.00463,7.4967,7
60.8297,4.89016,5
57.99116,7.37265,1
57.9976,7.44393,4
58.02242,7.3216,24
58.00044,7.42016,11
58.01076,7.38756,8
61.01511,5.0351,7
58.0038,7.43943,6
58.00729,7.42087,11
58.10717,8.05716,4
60.45852,4.95771,4
58.29489,8.55971,6
58.12915,8.04027,5
58.12865,8.04027,5
58.13037,8.03947,2
58.04477,7.79743,5
58.09412,8.09339,1
58.09198,8.09318,1
58.42275,8.79057,1
58.08619,8.02995,1
58.12797,8.0401,5
58.12978,8.04082,2
58.044,7.79682,5
58.09592,8.09278,1
59.02411,9.78436,1
59.02419,9.78427,1
59.02418,9.78529,1
63.4313,9.09026,1
58.0095,7.4984,3
58.00941,7.49746,3
58.13181,8.04229,2
58.42101,8.79521,1
58.10657,8.11924,1
58.10626,8.12058,1
58.10611,8.12036,1
58.1055,8.12469,1
58.09008,8.09211,1
58.09334,8.09339,1
58.09264,8.09339,1
60.14914,5.3059,4
58.09504,8.09339,1
59.02406,9.78456,1
57.98752,7.56623,4
58.00923,7.49865,3
58.01019,7.49682,3
58.01079,7.4974,3
58.0433,7.79587,5
58.42006,8.79728,1
58.0446,7.71605,1
58.08931,8.02338,1
58.08154,7.96252,1
58.08152,7.96175,1
58.09315,8.09395,1
60.43168,5.08525,2
58.32039,8.58066,1
58.31998,8.58041,1
58.24705,8.38078,2
58.12818,8.04429,10
58.12681,8.04426,5
58.13021,8.03972,2
58.1065,8.11899,1
58.54458,8.99312,1
57.99503,7.56811,1
57.99704,7.56947,1
58.02935,7.32173,1
63.72953,9.58873,4
58.00075,7.41051,2
58.07687,6.82948,2
58.00937,7.47484,2
58.20463,6.58236,10
58.00275,7.50346,1
58.00302,7.50396,1
58.03089,7.3203,1
58.05273,6.80313,1
58.0605,6.82771,1
69.96572,18.12408,2
62.51435,6.1549,1
58.14504,8.03827,3
63.49437,7.95014,1
57.99966,7.38555,3
57.99366,7.34545,3
58.95656,5.85481,1
58.19345,8.3647,2
59.01776,5.7878,2
60.43009,5.5388,2
58.1937,8.36332,2
58.08242,7.96564,3
58.08277,7.963,3
62.52433,5.375199,1
63.290867,5.297867,1
66.398333,12.6535,1
66.605843,13.072604,1
67.802833,14.329333,1
68.142,14.026167,1
68.10075,14.459233,1
68.719483,17.0519,1
70.111083,21.10545,1
70.123333,21.20135,1
70.18115,21.117983,1
70.1839,21.111883,1
70.0811,21.062567,1
70.46295,21.531467,1
70.391783,21.779283,1
70.370767,21.857717,1
70.37,21.863483,1
70.465833,21.9754,1
70.367533,21.869367,1
71.122183,26.166667,1
71.06725,26.304167,1
71.066786,26.318021,1
71.055,26.2975,1
70.9525,26.021683,1
71.094167,27.186167,1
71.197667,26.690167,1
70.059017,29.623217,1
70.382317,31.438667,1
70.781633,29.964133,1
70.77435,28.253717,1
70.969717,26.186267,1
70.756083,23.757267,1
70.364483,21.897983,1
70.38765,21.819133,1
70.608867,21.544333,1
70.676883,21.7008,1
70.699167,21.798117,1
70.114617,21.38415,1
70.046767,20.1327,1
69.979883,16.7725,1
70.597167,17.160167,1
69.68,15.899667,1
69.695,15.901667,1
69.427017,15.769167,1
69.414,15.701167,1
69.358667,15.864333,1
69.346398,15.825384,1
69.333844,15.791331,1
69.330934,15.763296,1
69.339278,15.806306,1
69.330317,15.774016,1
69.238,14.819833,1
69.146512,14.264244,1
68.720333,12.578833,1
68.640167,12.112167,1
68.646579,12.127924,1
68.644233,12.036733,1
68.539333,11.57,1
68.523705,11.564046,1
67.542,9.338833,1
67.3935,8.9905,1
67.545801,9.341446,1
67.547761,9.353928,1
67.333539,8.78431,1
